"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness","condition","patch1","hex_distance"
"1041",5,"6","4","Similar","orange",10,"red","20","stingless",74,"target",22,0.297297297297297,"2025-02-05","09:55",28,"","6_4","low","low_Similar","orange",0.20124656
"1042",4,"6","4","Similar","orange",10,"red","20","stingless",65,"target",20,0.307692307692308,"2025-02-05","09:55",28,"","6_4","low","low_Similar","orange",0.20124656
"1043",3,"6","4","Similar","orange",10,"red","20","stingless",68,"target",22,0.323529411764706,"2025-02-05","09:55",28,"","6_4","low","low_Similar","orange",0.20124656
"1044",2,"6","4","Similar","orange",10,"red","20","stingless",67,"target",19,0.283582089552239,"2025-02-05","09:55",28,"","6_4","low","low_Similar","orange",0.20124656
"1045",1,"6","4","Similar","orange",10,"red","20","stingless",43,"target",12,0.27906976744186,"2025-02-05","09:55",28,"","6_4","low","low_Similar","orange",0.20124656
"1046",12,"7","4","Similar","orange",10,"red","20","stingless",48,"target",19,0.395833333333333,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1047",11,"7","4","Similar","orange",10,"red","20","stingless",53,"target",15,0.283018867924528,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1048",10,"7","4","Similar","orange",10,"red","20","stingless",40,"target",6,0.15,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1049",9,"7","4","Similar","orange",10,"red","20","stingless",52,"target",9,0.173076923076923,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1050",8,"7","4","Similar","orange",10,"red","20","stingless",45,"target",13,0.288888888888889,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1051",7,"7","4","Similar","orange",10,"red","20","stingless",49,"target",9,0.183673469387755,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1052",6,"7","4","Similar","orange",10,"red","20","stingless",60,"target",20,0.333333333333333,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1053",5,"7","4","Similar","orange",10,"red","20","stingless",39,"target",9,0.230769230769231,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1054",4,"7","4","Similar","orange",10,"red","20","stingless",40,"target",9,0.225,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1055",3,"7","4","Similar","orange",10,"red","20","stingless",27,"target",5,0.185185185185185,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1056",2,"7","4","Similar","orange",10,"red","20","stingless",29,"target",10,0.344827586206897,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1057",1,"7","4","Similar","orange",10,"red","20","stingless",22,"target",8,0.363636363636364,"2025-02-04","12:32",29,"","7_4","low","low_Similar","orange",0.20124656
"1058",12,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",15,"target",5,0.333333333333333,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1059",11,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",3,0.333333333333333,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1060",10,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",3,0.3,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1061",9,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",12,"target",3,0.25,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1062",8,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",11,"target",1,0.0909090909090909,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1063",7,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",2,0.222222222222222,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1064",6,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",9,"target",2,0.222222222222222,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1065",5,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",8,"target",3,0.375,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1066",4,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",3,0.3,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1067",3,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",11,"target",3,0.272727272727273,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1068",2,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",15,"target",4,0.266666666666667,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1069",1,"5","2","Dissimilar","orange",10,"light_blue","20","stingless",5,"target",1,0.2,"2025-02-04","10:06",26,"","5_2","low","low_Dissimilar","orange",0.23553903
"1070",12,"4","3","Similar","orange",10,"yellow","40","stingless",22,"target",7,0.318181818181818,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1071",11,"4","3","Similar","orange",10,"yellow","40","stingless",25,"target",2,0.08,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1072",10,"4","3","Similar","orange",10,"yellow","40","stingless",19,"target",4,0.210526315789474,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1073",9,"4","3","Similar","orange",10,"yellow","40","stingless",23,"target",3,0.130434782608696,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1074",8,"4","3","Similar","orange",10,"yellow","40","stingless",21,"target",8,0.380952380952381,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1075",7,"4","3","Similar","orange",10,"yellow","40","stingless",18,"target",3,0.166666666666667,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1076",12,"6","3","Similar","orange",10,"yellow","40","stingless",136,"target",20,0.147058823529412,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1077",11,"6","3","Similar","orange",10,"yellow","40","stingless",127,"target",18,0.141732283464567,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1078",10,"6","3","Similar","orange",10,"yellow","40","stingless",135,"target",27,0.2,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1079",9,"6","3","Similar","orange",10,"yellow","40","stingless",126,"target",17,0.134920634920635,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1080",8,"6","3","Similar","orange",10,"yellow","40","stingless",124,"target",22,0.17741935483871,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1081",7,"6","3","Similar","orange",10,"yellow","40","stingless",124,"target",24,0.193548387096774,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1082",6,"6","3","Similar","orange",10,"yellow","40","stingless",103,"target",21,0.203883495145631,"2025-02-04","10:35",26,"","6_3","high","high_Similar","orange",0.1086285
"1083",5,"6","3","Similar","orange",10,"yellow","40","stingless",102,"target",12,0.117647058823529,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1084",4,"6","3","Similar","orange",10,"yellow","40","stingless",105,"target",23,0.219047619047619,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1085",3,"6","3","Similar","orange",10,"yellow","40","stingless",109,"target",27,0.247706422018349,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1086",2,"6","3","Similar","orange",10,"yellow","40","stingless",83,"target",10,0.120481927710843,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1087",6,"4","3","Similar","orange",10,"yellow","40","stingless",17,"target",1,0.0588235294117647,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1088",5,"4","3","Similar","orange",10,"yellow","40","stingless",14,"target",5,0.357142857142857,"2025-02-04","11:13",26,"","4_3","high","high_Similar","orange",0.1086285
"1089",4,"4","3","Similar","orange",10,"yellow","40","stingless",13,"target",3,0.230769230769231,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1090",3,"4","3","Similar","orange",10,"yellow","40","stingless",13,"target",3,0.230769230769231,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1091",2,"4","3","Similar","orange",10,"yellow","40","stingless",13,"target",2,0.153846153846154,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1092",1,"4","3","Similar","orange",10,"yellow","40","stingless",9,"target",1,0.111111111111111,"2025-02-04","10:10",26,"","4_3","high","high_Similar","orange",0.1086285
"1093",1,"6","3","Similar","orange",10,"yellow","40","stingless",70,"target",9,0.128571428571429,"2025-02-04","10:07",26,"","6_3","high","high_Similar","orange",0.1086285
"1094",12,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",62,"target",3,0.0483870967741935,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1095",11,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",63,"target",5,0.0793650793650794,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1096",10,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",54,"target",7,0.12962962962963,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1097",9,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",60,"target",5,0.0833333333333333,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1098",8,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",45,"target",12,0.266666666666667,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1099",7,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",43,"target",9,0.209302325581395,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1100",6,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",29,"target",6,0.206896551724138,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1101",5,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",36,"target",11,0.305555555555556,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1102",4,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",25,"target",2,0.08,"2025-02-03","13:32",28,"Sun on both colours of flowers ","7_1","high","high_Dissimilar","orange",0.47282496
"1103",3,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",23,"target",9,0.391304347826087,"2025-02-03","13:32",28,"Orange flowers in the sun, blue in shade","7_1","high","high_Dissimilar","orange",0.47282496
"1104",1,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",14,"target",4,0.285714285714286,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1105",2,"7","1","Dissimilar","orange",10,"dark_blue","40","stingless",15,"target",3,0.2,"2025-02-03","13:32",28,"","7_1","high","high_Dissimilar","orange",0.47282496
"1106",12,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",60,"target",8,0.133333333333333,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1107",11,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",73,"target",7,0.0958904109589041,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1108",10,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",68,"target",4,0.0588235294117647,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1109",9,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",63,"target",12,0.19047619047619,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1110",7,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",75,"target",17,0.226666666666667,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1111",6,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",66,"target",12,0.181818181818182,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1112",5,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",54,"target",10,0.185185185185185,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1113",4,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",56,"target",12,0.214285714285714,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1114",3,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",53,"target",8,0.150943396226415,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1115",2,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",68,"target",6,0.0882352941176471,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1116",1,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",40,"target",7,0.175,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"1117",12,"5","5","control","orange",10,"orange","10","stingless",3,"target",2,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1118",11,"5","5","control","orange",10,"orange","10","stingless",3,"target",2,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1119",10,"5","5","control","orange",10,"orange","10","stingless",5,"target",2,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1120",8,"5","5","control","orange",10,"orange","10","stingless",5,"target",2,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1121",9,"5","5","control","orange",10,"orange","10","stingless",5,"target",2,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1122",7,"5","5","control","orange",10,"orange","10","stingless",6,"target",3,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1123",6,"5","5","control","orange",10,"orange","10","stingless",6,"target",3,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1124",5,"5","5","control","orange",10,"orange","10","stingless",4,"target",2,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1125",4,"5","5","control","orange",10,"orange","10","stingless",10,"target",5,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1126",3,"5","5","control","orange",10,"orange","10","stingless",8,"target",4,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1127",2,"5","5","control","orange",10,"orange","10","stingless",10,"target",5,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1128",1,"5","5","control","orange",10,"orange","10","stingless",9,"target",4,1,"2025-02-03","10:44",27,"","5_5","control","control_control",NA,0
"1129",12,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",11,"target",6,0.545454545454545,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1130",11,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",14,"target",7,0.5,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1131",10,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",20,"target",7,0.35,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1132",9,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",26,"target",9,0.346153846153846,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1133",8,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",23,"target",10,0.434782608695652,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1134",7,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",14,"target",6,0.428571428571429,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1135",6,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",17,"target",8,0.470588235294118,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1136",5,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",12,"target",5,0.416666666666667,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1137",4,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",13,"target",2,0.153846153846154,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1138",3,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",15,"target",4,0.266666666666667,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1139",2,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",18,"target",4,0.222222222222222,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1140",1,"4","2","Dissimilar","orange",10,"light_blue","20","stingless",15,"target",5,0.333333333333333,"2025-02-03","10:50",26,"","4_2","low","low_Dissimilar","orange",0.23553903
"1141",12,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",76,"target",1,0.0131578947368421,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1142",11,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",67,"target",6,0.0895522388059701,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1143",10,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",70,"target",6,0.0857142857142857,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1144",9,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",57,"target",7,0.12280701754386,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1145",8,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",60,"target",8,0.133333333333333,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1146",7,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",69,"target",12,0.173913043478261,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1147",6,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",62,"target",11,0.17741935483871,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1148",5,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",43,"target",11,0.255813953488372,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1149",4,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",36,"target",9,0.25,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1150",3,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",22,"target",9,0.409090909090909,"2025-01-31","15:40",25,"","5_1","high","high_Dissimilar","orange",0.47282496
"1151",2,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",29,"target",9,0.310344827586207,"2025-01-31","15:40",25,"25 weather app temp but felt much warmer/more humid where we were","5_1","high","high_Dissimilar","orange",0.47282496
"1152",1,"5","1","Dissimilar","orange",10,"dark_blue","40","stingless",19,"target",6,0.315789473684211,"2025-01-31","15:40",25,"15 minutes prior running experiment with light blue 20% instead of orange 10% ","5_1","high","high_Dissimilar","orange",0.47282496
"1153",12,"6","2","Dissimilar","orange",10,"light_blue","20","stingless",24,"target",6,0.25,"2025-01-31","15:40",26,"","6_2","low","low_Dissimilar","orange",0.23553903
"1154",11,"6","2","Dissimilar","orange",10,"light_blue","20","stingless",35,"target",8,0.228571428571429,"2025-01-31","15:40",26,"","6_2","low","low_Dissimilar","orange",0.23553903
"1155",10,"6","2","Dissimilar","orange",10,"light_blue","20","stingless",27,"target",7,0.259259259259259,"2025-01-31","15:40",26,"","6_2","low","low_Dissimilar","orange",0.23553903
"1156",9,"6","2","Dissimilar","orange",10,"light_blue","20","stingless",29,"target",6,0.206896551724138,"2025-01-31","15:40",26,"","6_2","low","low_Dissimilar","orange",0.23553903
"1157",8,"6","2","Dissimilar","orange",10,"light_blue","20","stingless",36,"target",4,0.111111111111111,"2025-01-31","15:40",26,"","6_2","low","low_Dissimilar","orange",0.23553903
