"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness","condition","patch1","hex_distance"
"614",12,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",10,"target",1,0.1,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"615",11,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",15,"target",0,0,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"616",10,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"target",4,0.307692307692308,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"617",9,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",11,"target",4,0.363636363636364,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"618",8,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",19,"target",7,0.368421052631579,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"619",7,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",14,"target",3,0.214285714285714,"2025-02-15","16:16",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"620",1,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",5,"target",2,0.4,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"621",2,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",1,0.166666666666667,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"622",4,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",7,"target",0,0,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"623",3,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",8,"target",1,0.125,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"624",5,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",14,"target",1,0.0714285714285714,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"625",6,"10","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"target",4,0.307692307692308,"2025-02-15","10:26",24,"","10_6","high","high_Dissimilar","orange",0.23553903
"626",12,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",24,"target",12,0.5,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"627",11,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",38,"target",22,0.578947368421053,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"628",10,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",39,"target",15,0.384615384615385,"2025-02-15","10:27",24," ","9_7","low","low_Dissimilar","orange",0.47282496
"629",9,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",28,"target",17,0.607142857142857,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"630",8,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",32,"target",17,0.53125,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"631",7,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",24,"target",15,0.625,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"632",6,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",43,"target",21,0.488372093023256,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"633",5,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",22,"target",9,0.409090909090909,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"634",2,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",19,"target",7,0.368421052631579,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"635",4,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",37,"target",13,0.351351351351351,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"636",3,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",25,"target",7,0.28,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"637",1,"9","7","Dissimilar","orange",10,"dark_blue","20","stingless",18,"target",5,0.277777777777778,"2025-02-15","10:27",24,"","9_7","low","low_Dissimilar","orange",0.47282496
"638",12,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",11,"target",3,0.272727272727273,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"639",11,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",9,"target",2,0.222222222222222,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"640",10,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",3,0.2,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"641",9,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",9,"target",2,0.222222222222222,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"642",8,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",13,"target",3,0.230769230769231,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"643",7,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",10,"target",5,0.5,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"644",6,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",10,"target",2,0.2,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"645",5,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",6,0.4,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"646",4,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",13,"target",6,0.461538461538462,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"647",3,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",2,0.285714285714286,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"648",2,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",5,0.714285714285714,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"649",1,"8","7","Dissimilar","orange",10,"dark_blue","20","stingless",4,"target",2,0.5,"2025-02-15","10:27",24,"","8_7","low","low_Dissimilar","orange",0.47282496
"650",9,"7","3","Similar","orange",10,"yellow","40","stingless",40,"target",1,0.025,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"651",12,"7","3","Similar","orange",10,"yellow","40","stingless",38,"target",2,0.0526315789473684,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"652",11,"7","3","Similar","orange",10,"yellow","40","stingless",35,"target",2,0.0571428571428571,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"653",10,"7","3","Similar","orange",10,"yellow","40","stingless",42,"target",0,0,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"654",9,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",40,"target",1,0.025,"2025-02-06","12:33",26,"","3_7","low","low_Dissimilar","orange",0.47282496
"655",8,"7","3","Similar","orange",10,"yellow","40","stingless",48,"target",1,0.0208333333333333,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"656",6,"7","3","Similar","orange",10,"yellow","40","stingless",45,"target",6,0.133333333333333,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"657",7,"7","3","Similar","orange",10,"yellow","40","stingless",35,"target",4,0.114285714285714,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"658",5,"7","3","Similar","orange",10,"yellow","40","stingless",40,"target",3,0.075,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"659",4,"7","3","Similar","orange",10,"yellow","40","stingless",36,"target",2,0.0555555555555556,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"660",3,"7","3","Similar","orange",10,"yellow","40","stingless",29,"target",3,0.103448275862069,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"661",1,"7","3","Similar","orange",10,"yellow","40","stingless",19,"target",5,0.263157894736842,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"662",2,"7","3","Similar","orange",10,"yellow","40","stingless",25,"target",4,0.16,"2025-02-06","12:33",26,"","7_3","high","high_Similar","orange",0.1086285
"663",9,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",34,"target",2,0.0588235294117647,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"664",8,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",32,"target",3,0.09375,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"665",12,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",10,"target",4,0.4,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"666",12,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",49,"target",12,0.244897959183673,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"667",11,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",30,"target",12,0.4,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"668",10,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",38,"target",10,0.263157894736842,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"669",12,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",17,"target",7,0.411764705882353,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"670",12,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",76,"target",9,0.118421052631579,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"671",12,"7","8","Similar","orange",10,"red","40","stingless",29,"target",12,0.413793103448276,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"672",12,"3","8","Similar","orange",10,"red","40","stingless",10,"target",6,0.6,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"673",11,"7","8","Similar","orange",10,"red","40","stingless",28,"target",12,0.428571428571429,"2025-02-12","10:47",24,"","7_8","high","high_Similar","orange",0.20124656
"674",11,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",24,"target",8,0.333333333333333,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"675",11,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",93,"target",10,0.10752688172043,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"676",11,"3","8","Similar","orange",10,"red","40","stingless",11,"target",5,0.454545454545455,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"677",10,"7","8","Similar","orange",10,"red","40","stingless",16,"target",7,0.4375,"2025-02-12","10:47",24,"","7_8","high","high_Similar","orange",0.20124656
"678",10,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",23,"target",3,0.130434782608696,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"679",10,"3","8","Similar","orange",10,"red","40","stingless",5,"target",2,0.4,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"680",10,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",83,"target",24,0.289156626506024,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"681",9,"7","8","Similar","orange",10,"red","40","stingless",24,"target",10,0.416666666666667,"2025-02-12","10:47",24,"","7_8","high","high_Similar","orange",0.20124656
"682",9,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",18,"target",4,0.222222222222222,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"683",9,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",74,"target",10,0.135135135135135,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"684",8,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",20,"target",4,0.2,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"685",9,"3","8","Similar","orange",10,"red","40","stingless",5,"target",1,0.2,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"686",8,"7","8","Similar","orange",10,"red","40","stingless",11,"target",2,0.181818181818182,"2025-02-12","10:47",24,"","7_8","high","high_Similar","orange",0.20124656
"687",8,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",66,"target",11,0.166666666666667,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"688",8,"3","8","Similar","orange",10,"red","40","stingless",4,"target",2,0.5,"2025-02-12","10:44",23,"","3_8","high","high_Similar","orange",0.20124656
"689",7,"7","8","Similar","orange",10,"red","40","stingless",21,"target",8,0.380952380952381,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"690",7,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",17,"target",1,0.0588235294117647,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"691",7,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",72,"target",9,0.125,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"692",7,"3","8","Similar","orange",10,"red","40","stingless",6,"target",3,0.5,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"693",6,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",14,"target",4,0.285714285714286,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"694",5,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",28,"target",4,0.142857142857143,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"695",6,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",83,"target",11,0.132530120481928,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"696",6,"7","8","Similar","orange",10,"red","40","stingless",20,"target",8,0.4,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"697",5,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",73,"target",5,0.0684931506849315,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"698",6,"3","8","Similar","orange",10,"red","40","stingless",2,"target",1,0.5,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"699",5,"7","8","Similar","orange",10,"red","40","stingless",11,"target",6,0.545454545454545,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"700",4,"7","8","Similar","orange",10,"red","40","stingless",10,"target",5,0.5,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"701",5,"3","8","Similar","orange",10,"red","40","stingless",2,"target",1,0.5,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"702",4,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",17,"target",2,0.117647058823529,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"703",4,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",53,"target",3,0.0566037735849057,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"704",4,"3","8","Similar","orange",10,"red","40","stingless",1,"target",0,0,"2025-02-12","10:44",23,"","3_8","high","high_Similar","orange",0.20124656
"705",3,"7","8","Similar","orange",10,"red","40","stingless",7,"target",3,0.428571428571429,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"706",2,"7","8","Similar","orange",10,"red","40","stingless",6,"target",1,0.166666666666667,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"707",3,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",14,"target",2,0.142857142857143,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"708",3,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",54,"target",6,0.111111111111111,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"709",3,"3","8","Similar","orange",10,"red","40","stingless",4,"target",2,0.5,"2025-02-12","10:44",23,"","3_8","high","high_Similar","orange",0.20124656
"710",2,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",10,"target",1,0.1,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"711",2,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",34,"target",12,0.352941176470588,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"712",2,"3","8","Similar","orange",10,"red","40","stingless",1,"target",0,0,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"713",1,"7","8","Similar","orange",10,"red","40","stingless",4,"target",2,0.5,"2025-02-12","09:47",24,"","7_8","high","high_Similar","orange",0.20124656
"714",1,"5","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"target",0,0,"2025-02-12","09:43",22,"","5_6","high","high_Dissimilar","orange",0.23553903
"715",1,"6","6","Dissimilar","orange",10,"light_blue","40","stingless",24,"target",4,0.166666666666667,"2025-02-12","09:43",22,"","6_6","high","high_Dissimilar","orange",0.23553903
"716",1,"3","8","Similar","orange",10,"red","40","stingless",1,"target",1,1,"2025-02-12","09:44",23,"","3_8","high","high_Similar","orange",0.20124656
"717",8,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",2,0.285714285714286,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"718",8,"6","1","Dissimilar","orange",10,"dark_blue","40","stingless",80,"target",19,0.2375,"2025-02-03","10:36",26,"","6_1","high","high_Dissimilar","orange",0.47282496
"719",12,"4","9","Similar","orange",10,"yellow","20","stingless",33,"target",8,0.242424242424242,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"720",11,"4","9","Similar","orange",10,"yellow","20","stingless",46,"target",17,0.369565217391304,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"721",10,"4","9","Similar","orange",10,"yellow","20","stingless",33,"target",14,0.424242424242424,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"722",12,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",48,"target",4,0.0833333333333333,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"723",11,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",31,"target",4,0.129032258064516,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"724",10,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",48,"target",5,0.104166666666667,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"725",11,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",18,"target",5,0.277777777777778,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"726",10,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"target",2,0.222222222222222,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"727",9,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",8,"target",2,0.25,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"728",8,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",1,0.166666666666667,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"729",7,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",11,"target",2,0.181818181818182,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"730",6,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"target",1,0.0769230769230769,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"731",5,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",16,"target",2,0.125,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"732",4,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",12,"target",4,0.333333333333333,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"733",3,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"target",2,0.222222222222222,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"734",2,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"target",2,0.222222222222222,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"735",1,"3","6","Dissimilar","orange",10,"light_blue","40","stingless",5,"target",0,0,"2025-02-07","13:00",30,"","3_6","high","high_Dissimilar","orange",0.23553903
"736",9,"4","9","Similar","orange",10,"yellow","20","stingless",34,"target",11,0.323529411764706,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"737",8,"4","9","Similar","orange",10,"yellow","20","stingless",29,"target",14,0.482758620689655,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"738",7,"4","9","Similar","orange",10,"yellow","20","stingless",32,"target",12,0.375,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"739",7,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",34,"target",4,0.117647058823529,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"740",6,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",29,"target",3,0.103448275862069,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"741",5,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",17,"target",0,0,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"742",4,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",18,"target",2,0.111111111111111,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"743",6,"4","9","Similar","orange",10,"yellow","20","stingless",33,"target",11,0.333333333333333,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"744",5,"4","9","Similar","orange",10,"yellow","20","stingless",25,"target",4,0.16,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"745",4,"4","9","Similar","orange",10,"yellow","20","stingless",29,"target",22,0.758620689655172,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"746",3,"4","9","Similar","orange",10,"yellow","20","stingless",28,"target",7,0.25,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"747",2,"4","9","Similar","orange",10,"yellow","20","stingless",15,"target",6,0.4,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"748",1,"4","9","Similar","orange",10,"yellow","20","stingless",14,"target",6,0.428571428571429,"2025-02-11","12:05",25,"","4_9","low","low_Similar","orange",0.1086285
"749",3,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",17,"target",2,0.117647058823529,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"750",2,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",10,"target",2,0.2,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"751",1,"7","6","Dissimilar","orange",10,"light_blue","40","stingless",12,"target",1,0.0833333333333333,"2025-02-11","12:05",23,"","7_6","high","high_Dissimilar","orange",0.23553903
"752",10,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"target",6,0.461538461538462,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"753",12,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",7,"target",0,0,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"754",11,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",12,"target",5,0.416666666666667,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"755",12,"3","9","Similar","orange",10,"yellow","20","stingless",9,"target",1,0.111111111111111,"2025-02-11","09:13",22,"","3_9","low","low_Similar","orange",0.1086285
"756",9,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",18,"target",5,0.277777777777778,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"757",12,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",6,0.4,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"758",11,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",17,"target",5,0.294117647058824,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"759",10,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",19,"target",5,0.263157894736842,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"760",9,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",16,"target",3,0.1875,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"761",8,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",19,"target",5,0.263157894736842,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"762",11,"3","9","Similar","orange",10,"yellow","20","stingless",10,"target",3,0.3,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"763",7,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",17,"target",4,0.235294117647059,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"764",6,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",14,"target",4,0.285714285714286,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"765",5,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",16,"target",3,0.1875,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"766",4,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",5,0.333333333333333,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"767",3,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",13,"target",2,0.153846153846154,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"768",2,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",16,"target",3,0.1875,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"769",1,"5","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"target",1,0.2,"2025-02-11","09:45",23,"","5_7","low","low_Dissimilar","orange",0.47282496
"770",10,"3","9","Similar","orange",10,"yellow","20","stingless",9,"target",3,0.333333333333333,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"771",9,"3","9","Similar","orange",10,"yellow","20","stingless",8,"target",1,0.125,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"772",9,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",30,"target",6,0.2,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"773",8,"3","9","Similar","orange",10,"yellow","20","stingless",7,"target",1,0.142857142857143,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"774",8,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",43,"target",12,0.27906976744186,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"775",7,"3","9","Similar","orange",10,"yellow","20","stingless",9,"target",2,0.222222222222222,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
