"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness"
"3633",6,"3","3","Similar","orange",10,"yellow","40","stingless",10,"target",1,0.1,"2025-02-03","10:20",26,"","3_3","high"
"3634",6,"3","3","Similar","orange",10,"yellow","40","honeybee",10,"target",1,0.1,"2025-02-03","10:20",26,"","3_3","high"
"3635",6,"3","3","Similar","orange",10,"yellow","40","stingless",10,"companion",9,0.1,"2025-02-03","10:20",26,"","3_3","high"
"3636",6,"3","3","Similar","orange",10,"yellow","40","honeybee",10,"companion",0,0.1,"2025-02-03","10:20",26,"","3_3","high"
"3637",5,"3","3","Similar","orange",10,"yellow","40","stingless",11,"target",3,0.272727272727273,"2025-02-03","10:20",26,"","3_3","high"
"3638",5,"3","3","Similar","orange",10,"yellow","40","honeybee",11,"target",0,0.272727272727273,"2025-02-03","10:20",26,"","3_3","high"
"3639",5,"3","3","Similar","orange",10,"yellow","40","stingless",11,"companion",8,0.272727272727273,"2025-02-03","10:20",26,"","3_3","high"
"3640",5,"3","3","Similar","orange",10,"yellow","40","honeybee",11,"companion",0,0.272727272727273,"2025-02-03","10:20",26,"","3_3","high"
"3641",4,"3","3","Similar","orange",10,"yellow","40","stingless",7,"target",2,0.285714285714286,"2025-02-03","10:20",26,"","3_3","high"
"3642",4,"3","3","Similar","orange",10,"yellow","40","honeybee",7,"target",0,0.285714285714286,"2025-02-03","10:20",26,"","3_3","high"
"3643",4,"3","3","Similar","orange",10,"yellow","40","stingless",7,"companion",5,0.285714285714286,"2025-02-03","10:20",26,"","3_3","high"
"3644",4,"3","3","Similar","orange",10,"yellow","40","honeybee",7,"companion",0,0.285714285714286,"2025-02-03","10:20",26,"","3_3","high"
"3645",3,"3","3","Similar","orange",10,"yellow","40","stingless",13,"target",4,0.307692307692308,"2025-02-03","10:20",26," ","3_3","high"
"3646",3,"3","3","Similar","orange",10,"yellow","40","honeybee",13,"target",0,0.307692307692308,"2025-02-03","10:20",26," ","3_3","high"
"3647",3,"3","3","Similar","orange",10,"yellow","40","stingless",13,"companion",9,0.307692307692308,"2025-02-03","10:20",26," ","3_3","high"
"3648",3,"3","3","Similar","orange",10,"yellow","40","honeybee",13,"companion",0,0.307692307692308,"2025-02-03","10:20",26," ","3_3","high"
"3649",2,"3","3","Similar","orange",10,"yellow","40","stingless",9,"target",2,0.222222222222222,"2025-02-03","10:20",26,"","3_3","high"
"3650",2,"3","3","Similar","orange",10,"yellow","40","honeybee",9,"target",0,0.222222222222222,"2025-02-03","10:20",26,"","3_3","high"
"3651",2,"3","3","Similar","orange",10,"yellow","40","stingless",9,"companion",7,0.222222222222222,"2025-02-03","10:20",26,"","3_3","high"
"3652",2,"3","3","Similar","orange",10,"yellow","40","honeybee",9,"companion",0,0.222222222222222,"2025-02-03","10:20",26,"","3_3","high"
"3653",1,"3","3","Similar","orange",10,"yellow","40","stingless",8,"target",3,0.375,"2025-02-03","10:20",26,"","3_3","high"
"3654",1,"3","3","Similar","orange",10,"yellow","40","honeybee",8,"target",0,0.375,"2025-02-03","10:20",26,"","3_3","high"
"3655",1,"3","3","Similar","orange",10,"yellow","40","stingless",8,"companion",5,0.375,"2025-02-03","10:20",26,"","3_3","high"
"3656",1,"3","3","Similar","orange",10,"yellow","40","honeybee",8,"companion",0,0.375,"2025-02-03","10:20",26,"","3_3","high"
"3657",12,"6","5","control","orange",10,"orange","10","stingless",14,"target",7,1,"2025-02-06","12:25",26,"","6_5","control"
"3658",12,"6","5","control","orange",10,"orange","10","honeybee",14,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3659",12,"6","5","control","orange",10,"orange","10","stingless",14,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3660",12,"6","5","control","orange",10,"orange","10","honeybee",14,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3661",11,"6","5","control","orange",10,"orange","10","stingless",20,"target",10,1,"2025-02-06","12:25",26,"","6_5","control"
"3662",11,"6","5","control","orange",10,"orange","10","honeybee",20,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3663",11,"6","5","control","orange",10,"orange","10","stingless",20,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3664",11,"6","5","control","orange",10,"orange","10","honeybee",20,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3665",10,"6","5","control","orange",10,"orange","10","stingless",18,"target",9,1,"2025-02-06","12:25",26,"","6_5","control"
"3666",10,"6","5","control","orange",10,"orange","10","honeybee",18,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3667",10,"6","5","control","orange",10,"orange","10","stingless",18,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3668",10,"6","5","control","orange",10,"orange","10","honeybee",18,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3669",9,"6","5","control","orange",10,"orange","10","stingless",16,"target",8,1,"2025-02-06","12:25",26,"","6_5","control"
"3670",9,"6","5","control","orange",10,"orange","10","honeybee",16,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3671",9,"6","5","control","orange",10,"orange","10","stingless",16,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3672",9,"6","5","control","orange",10,"orange","10","honeybee",16,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3673",8,"6","5","control","orange",10,"orange","10","stingless",15,"target",8,1,"2025-02-06","12:25",26,"","6_5","control"
"3674",8,"6","5","control","orange",10,"orange","10","honeybee",15,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3675",8,"6","5","control","orange",10,"orange","10","stingless",15,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3676",8,"6","5","control","orange",10,"orange","10","honeybee",15,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3677",7,"6","5","control","orange",10,"orange","10","stingless",23,"target",12,1,"2025-02-06","12:25",26,"","6_5","control"
"3678",7,"6","5","control","orange",10,"orange","10","honeybee",23,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3679",7,"6","5","control","orange",10,"orange","10","stingless",23,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3680",7,"6","5","control","orange",10,"orange","10","honeybee",23,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3681",6,"6","5","control","orange",10,"orange","10","stingless",26,"target",13,1,"2025-02-06","12:25",26,"","6_5","control"
"3682",6,"6","5","control","orange",10,"orange","10","honeybee",26,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3683",6,"6","5","control","orange",10,"orange","10","stingless",26,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3684",6,"6","5","control","orange",10,"orange","10","honeybee",26,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3685",5,"6","5","control","orange",10,"orange","10","stingless",14,"target",7,1,"2025-02-06","12:25",26,"","6_5","control"
"3686",5,"6","5","control","orange",10,"orange","10","honeybee",14,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3687",5,"6","5","control","orange",10,"orange","10","stingless",14,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3688",5,"6","5","control","orange",10,"orange","10","honeybee",14,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3689",4,"6","5","control","orange",10,"orange","10","stingless",15,"target",8,1,"2025-02-06","12:25",26,"","6_5","control"
"3690",4,"6","5","control","orange",10,"orange","10","honeybee",15,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3691",4,"6","5","control","orange",10,"orange","10","stingless",15,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3692",4,"6","5","control","orange",10,"orange","10","honeybee",15,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3693",2,"6","5","control","orange",10,"orange","10","stingless",17,"target",8,1,"2025-02-06","12:25",26,"","6_5","control"
"3694",2,"6","5","control","orange",10,"orange","10","honeybee",17,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3695",2,"6","5","control","orange",10,"orange","10","stingless",17,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3696",2,"6","5","control","orange",10,"orange","10","honeybee",17,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3697",3,"6","5","control","orange",10,"orange","10","stingless",14,"target",7,1,"2025-02-06","12:25",26,"","6_5","control"
"3698",3,"6","5","control","orange",10,"orange","10","honeybee",14,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3699",3,"6","5","control","orange",10,"orange","10","stingless",14,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3700",3,"6","5","control","orange",10,"orange","10","honeybee",14,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3701",1,"6","5","control","orange",10,"orange","10","stingless",20,"target",10,1,"2025-02-06","12:25",26,"","6_5","control"
"3702",1,"6","5","control","orange",10,"orange","10","honeybee",20,"target",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3703",1,"6","5","control","orange",10,"orange","10","stingless",20,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3704",1,"6","5","control","orange",10,"orange","10","honeybee",20,"companion",0,1,"2025-02-06","12:25",26,"","6_5","control"
"3705",1,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"target",0,0,"2025-02-06","10:12",26,"wrong sign in video, is indeed col 3, not 6","3_2","low"
"3706",1,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",1,"target",0,0,"2025-02-06","10:12",26,"wrong sign in video, is indeed col 3, not 6","3_2","low"
"3707",1,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"companion",1,0,"2025-02-06","10:12",26,"wrong sign in video, is indeed col 3, not 6","3_2","low"
"3708",1,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",1,"companion",0,0,"2025-02-06","10:12",26,"wrong sign in video, is indeed col 3, not 6","3_2","low"
"3709",12,"4","4","Similar","orange",10,"red","20","stingless",20,"target",9,0.45,"2025-02-06","10:07",25,"","4_4","low"
"3710",12,"4","4","Similar","orange",10,"red","20","honeybee",20,"target",0,0.45,"2025-02-06","10:07",25,"","4_4","low"
"3711",12,"4","4","Similar","orange",10,"red","20","stingless",20,"companion",11,0.45,"2025-02-06","10:07",25,"","4_4","low"
"3712",12,"4","4","Similar","orange",10,"red","20","honeybee",20,"companion",0,0.45,"2025-02-06","10:07",25,"","4_4","low"
"3713",11,"4","4","Similar","orange",10,"red","20","stingless",22,"target",10,0.454545454545455,"2025-02-06","10:07",25,"","4_4","low"
"3714",11,"4","4","Similar","orange",10,"red","20","honeybee",22,"target",0,0.454545454545455,"2025-02-06","10:07",25,"","4_4","low"
"3715",11,"4","4","Similar","orange",10,"red","20","stingless",22,"companion",12,0.454545454545455,"2025-02-06","10:07",25,"","4_4","low"
"3716",11,"4","4","Similar","orange",10,"red","20","honeybee",22,"companion",0,0.454545454545455,"2025-02-06","10:07",25,"","4_4","low"
"3717",12,"3","4","Similar","orange",10,"red","20","stingless",24,"target",14,0.583333333333333,"2025-02-05","10:10",26,"","3_4","low"
"3718",12,"3","4","Similar","orange",10,"red","20","honeybee",24,"target",0,0.583333333333333,"2025-02-05","10:10",26,"","3_4","low"
"3719",12,"3","4","Similar","orange",10,"red","20","stingless",24,"companion",10,0.583333333333333,"2025-02-05","10:10",26,"","3_4","low"
"3720",12,"3","4","Similar","orange",10,"red","20","honeybee",24,"companion",0,0.583333333333333,"2025-02-05","10:10",26,"","3_4","low"
"3721",11,"3","4","Similar","orange",10,"red","20","stingless",19,"target",12,0.631578947368421,"2025-02-05","10:10",26,"","3_4","low"
"3722",11,"3","4","Similar","orange",10,"red","20","honeybee",19,"target",0,0.631578947368421,"2025-02-05","10:10",26,"","3_4","low"
"3723",11,"3","4","Similar","orange",10,"red","20","stingless",19,"companion",7,0.631578947368421,"2025-02-05","10:10",26,"","3_4","low"
"3724",11,"3","4","Similar","orange",10,"red","20","honeybee",19,"companion",0,0.631578947368421,"2025-02-05","10:10",26,"","3_4","low"
"3725",10,"3","4","Similar","orange",10,"red","20","stingless",13,"target",8,0.615384615384615,"2025-02-05","10:10",26,"","3_4","low"
"3726",10,"3","4","Similar","orange",10,"red","20","honeybee",13,"target",0,0.615384615384615,"2025-02-05","10:10",26,"","3_4","low"
"3727",10,"3","4","Similar","orange",10,"red","20","stingless",13,"companion",5,0.615384615384615,"2025-02-05","10:10",26,"","3_4","low"
"3728",10,"3","4","Similar","orange",10,"red","20","honeybee",13,"companion",0,0.615384615384615,"2025-02-05","10:10",26,"","3_4","low"
"3729",9,"3","4","Similar","orange",10,"red","20","stingless",19,"target",13,0.684210526315789,"2025-02-06","10:10",26," ","3_4","low"
"3730",9,"3","4","Similar","orange",10,"red","20","honeybee",19,"target",0,0.684210526315789,"2025-02-06","10:10",26," ","3_4","low"
"3731",9,"3","4","Similar","orange",10,"red","20","stingless",19,"companion",6,0.684210526315789,"2025-02-06","10:10",26," ","3_4","low"
"3732",9,"3","4","Similar","orange",10,"red","20","honeybee",19,"companion",0,0.684210526315789,"2025-02-06","10:10",26," ","3_4","low"
"3733",8,"3","4","Similar","orange",10,"red","20","stingless",11,"target",6,0.545454545454545,"2025-02-05","10:10",26,"","3_4","low"
"3734",8,"3","4","Similar","orange",10,"red","20","honeybee",11,"target",0,0.545454545454545,"2025-02-05","10:10",26,"","3_4","low"
"3735",8,"3","4","Similar","orange",10,"red","20","stingless",11,"companion",5,0.545454545454545,"2025-02-05","10:10",26,"","3_4","low"
"3736",8,"3","4","Similar","orange",10,"red","20","honeybee",11,"companion",0,0.545454545454545,"2025-02-05","10:10",26,"","3_4","low"
"3737",6,"3","4","Similar","orange",10,"red","20","stingless",10,"target",5,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3738",6,"3","4","Similar","orange",10,"red","20","honeybee",10,"target",0,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3739",6,"3","4","Similar","orange",10,"red","20","stingless",10,"companion",5,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3740",6,"3","4","Similar","orange",10,"red","20","honeybee",10,"companion",0,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3741",7,"3","4","Similar","orange",10,"red","20","stingless",13,"target",9,0.692307692307692,"2025-02-05","10:10",26,"","3_4","low"
"3742",7,"3","4","Similar","orange",10,"red","20","honeybee",13,"target",0,0.692307692307692,"2025-02-05","10:10",26,"","3_4","low"
"3743",7,"3","4","Similar","orange",10,"red","20","stingless",13,"companion",4,0.692307692307692,"2025-02-05","10:10",26,"","3_4","low"
"3744",7,"3","4","Similar","orange",10,"red","20","honeybee",13,"companion",0,0.692307692307692,"2025-02-05","10:10",26,"","3_4","low"
"3745",5,"3","4","Similar","orange",10,"red","20","stingless",13,"target",6,0.461538461538462,"2025-02-05","10:10",26,"","3_4","low"
"3746",5,"3","4","Similar","orange",10,"red","20","honeybee",13,"target",0,0.461538461538462,"2025-02-05","10:10",26,"","3_4","low"
"3747",5,"3","4","Similar","orange",10,"red","20","stingless",13,"companion",7,0.461538461538462,"2025-02-05","10:10",26,"","3_4","low"
"3748",5,"3","4","Similar","orange",10,"red","20","honeybee",13,"companion",0,0.461538461538462,"2025-02-05","10:10",26,"","3_4","low"
"3749",4,"3","4","Similar","orange",10,"red","20","stingless",10,"target",5,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3750",4,"3","4","Similar","orange",10,"red","20","honeybee",10,"target",0,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3751",4,"3","4","Similar","orange",10,"red","20","stingless",10,"companion",5,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3752",4,"3","4","Similar","orange",10,"red","20","honeybee",10,"companion",0,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3753",3,"3","4","Similar","orange",10,"red","20","stingless",9,"target",4,0.444444444444444,"2025-02-05","10:10",26,"","3_4","low"
"3754",3,"3","4","Similar","orange",10,"red","20","honeybee",9,"target",0,0.444444444444444,"2025-02-05","10:10",26,"","3_4","low"
"3755",3,"3","4","Similar","orange",10,"red","20","stingless",9,"companion",5,0.444444444444444,"2025-02-05","10:10",26,"","3_4","low"
"3756",3,"3","4","Similar","orange",10,"red","20","honeybee",9,"companion",0,0.444444444444444,"2025-02-05","10:10",26,"","3_4","low"
"3757",2,"3","4","Similar","orange",10,"red","20","stingless",5,"target",2,0.4,"2025-02-05","10:10",26,"","3_4","low"
"3758",2,"3","4","Similar","orange",10,"red","20","honeybee",5,"target",0,0.4,"2025-02-05","10:10",26,"","3_4","low"
"3759",2,"3","4","Similar","orange",10,"red","20","stingless",5,"companion",3,0.4,"2025-02-05","10:10",26,"","3_4","low"
"3760",2,"3","4","Similar","orange",10,"red","20","honeybee",5,"companion",0,0.4,"2025-02-05","10:10",26,"","3_4","low"
"3761",1,"3","4","Similar","orange",10,"red","20","stingless",4,"target",2,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3762",1,"3","4","Similar","orange",10,"red","20","honeybee",4,"target",0,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3763",1,"3","4","Similar","orange",10,"red","20","stingless",4,"companion",2,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3764",1,"3","4","Similar","orange",10,"red","20","honeybee",4,"companion",0,0.5,"2025-02-05","10:10",26,"","3_4","low"
"3765",12,"7","5","control","orange",10,"orange","10","stingless",18,"target",9,1,"2025-02-06","10:07",25,"","7_5","control"
"3766",12,"7","5","control","orange",10,"orange","10","honeybee",18,"target",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3767",12,"7","5","control","orange",10,"orange","10","stingless",18,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3768",12,"7","5","control","orange",10,"orange","10","honeybee",18,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3769",12,"5","4","Similar","orange",10,"red","20","stingless",36,"target",17,0.472222222222222,"2025-02-06","10:10",25,"","5_4","low"
"3770",12,"5","4","Similar","orange",10,"red","20","honeybee",36,"target",0,0.472222222222222,"2025-02-06","10:10",25,"","5_4","low"
"3771",12,"5","4","Similar","orange",10,"red","20","stingless",36,"companion",19,0.472222222222222,"2025-02-06","10:10",25,"","5_4","low"
"3772",12,"5","4","Similar","orange",10,"red","20","honeybee",36,"companion",0,0.472222222222222,"2025-02-06","10:10",25,"","5_4","low"
"3773",12,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"target",2,0.2,"2025-02-06","12:12",26,"Lots of ants!","3_2","low"
"3774",12,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",10,"target",0,0.2,"2025-02-06","12:12",26,"Lots of ants!","3_2","low"
"3775",12,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",10,"companion",8,0.2,"2025-02-06","12:12",26,"Lots of ants!","3_2","low"
"3776",12,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",10,"companion",0,0.2,"2025-02-06","12:12",26,"Lots of ants!","3_2","low"
"3777",10,"4","4","Similar","orange",10,"red","20","stingless",22,"target",9,0.409090909090909,"2025-02-06","10:07",25,"","4_4","low"
"3778",10,"4","4","Similar","orange",10,"red","20","honeybee",22,"target",0,0.409090909090909,"2025-02-06","10:07",25,"","4_4","low"
"3779",10,"4","4","Similar","orange",10,"red","20","stingless",22,"companion",13,0.409090909090909,"2025-02-06","10:07",25,"","4_4","low"
"3780",10,"4","4","Similar","orange",10,"red","20","honeybee",22,"companion",0,0.409090909090909,"2025-02-06","10:07",25,"","4_4","low"
"3781",9,"4","4","Similar","orange",10,"red","20","stingless",26,"target",15,0.576923076923077,"2025-02-06","10:07",25,"","4_4","low"
"3782",9,"4","4","Similar","orange",10,"red","20","honeybee",26,"target",0,0.576923076923077,"2025-02-06","10:07",25,"","4_4","low"
"3783",9,"4","4","Similar","orange",10,"red","20","stingless",26,"companion",11,0.576923076923077,"2025-02-06","10:07",25,"","4_4","low"
"3784",9,"4","4","Similar","orange",10,"red","20","honeybee",26,"companion",0,0.576923076923077,"2025-02-06","10:07",25,"","4_4","low"
"3785",11,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",14,"target",2,0.142857142857143,"2025-02-06","10:12",26,"","3_2","low"
"3786",11,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",14,"target",0,0.142857142857143,"2025-02-06","10:12",26,"","3_2","low"
"3787",11,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",14,"companion",12,0.142857142857143,"2025-02-06","10:12",26,"","3_2","low"
"3788",11,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",14,"companion",0,0.142857142857143,"2025-02-06","10:12",26,"","3_2","low"
"3789",11,"5","4","Similar","orange",10,"red","20","stingless",46,"target",17,0.369565217391304,"2025-02-06","10:10",25,"","5_4","low"
"3790",11,"5","4","Similar","orange",10,"red","20","honeybee",46,"target",0,0.369565217391304,"2025-02-06","10:10",25,"","5_4","low"
"3791",11,"5","4","Similar","orange",10,"red","20","stingless",46,"companion",29,0.369565217391304,"2025-02-06","10:10",25,"","5_4","low"
"3792",11,"5","4","Similar","orange",10,"red","20","honeybee",46,"companion",1,0.369565217391304,"2025-02-06","10:10",25,"","5_4","low"
"3793",11,"7","5","control","orange",10,"orange","10","stingless",22,"target",11,1,"2025-02-06","10:02",25,"","7_5","control"
"3794",11,"7","5","control","orange",10,"orange","10","honeybee",22,"target",0,1,"2025-02-06","10:02",25,"","7_5","control"
"3795",11,"7","5","control","orange",10,"orange","10","stingless",22,"companion",0,1,"2025-02-06","10:02",25,"","7_5","control"
"3796",11,"7","5","control","orange",10,"orange","10","honeybee",22,"companion",0,1,"2025-02-06","10:02",25,"","7_5","control"
"3797",10,"7","5","control","orange",10,"orange","10","stingless",21,"target",10,1,"2025-02-06","10:07",25,"","7_5","control"
"3798",10,"7","5","control","orange",10,"orange","10","honeybee",21,"target",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3799",10,"7","5","control","orange",10,"orange","10","stingless",21,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3800",10,"7","5","control","orange",10,"orange","10","honeybee",21,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3801",10,"5","4","Similar","orange",10,"red","20","stingless",35,"target",16,0.457142857142857,"2025-02-06","10:10",25,"","5_4","low"
"3802",10,"5","4","Similar","orange",10,"red","20","honeybee",35,"target",0,0.457142857142857,"2025-02-06","10:10",25,"","5_4","low"
"3803",10,"5","4","Similar","orange",10,"red","20","stingless",35,"companion",19,0.457142857142857,"2025-02-06","10:10",25,"","5_4","low"
"3804",10,"5","4","Similar","orange",10,"red","20","honeybee",35,"companion",0,0.457142857142857,"2025-02-06","10:10",25,"","5_4","low"
"3805",10,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",17,"target",5,0.294117647058824,"2025-02-06","10:12",26,"","3_2","low"
"3806",10,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",17,"target",0,0.294117647058824,"2025-02-06","10:12",26,"","3_2","low"
"3807",10,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",17,"companion",12,0.294117647058824,"2025-02-06","10:12",26,"","3_2","low"
"3808",10,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",17,"companion",0,0.294117647058824,"2025-02-06","10:12",26,"","3_2","low"
"3809",9,"5","4","Similar","orange",10,"red","20","stingless",33,"target",11,0.333333333333333,"2025-02-06","10:10",25,"","5_4","low"
"3810",9,"5","4","Similar","orange",10,"red","20","honeybee",33,"target",0,0.333333333333333,"2025-02-06","10:10",25,"","5_4","low"
"3811",9,"5","4","Similar","orange",10,"red","20","stingless",33,"companion",22,0.333333333333333,"2025-02-06","10:10",25,"","5_4","low"
"3812",9,"5","4","Similar","orange",10,"red","20","honeybee",33,"companion",0,0.333333333333333,"2025-02-06","10:10",25,"","5_4","low"
"3813",9,"7","5","control","orange",10,"orange","10","stingless",17,"target",8,1,"2025-02-06","10:07",25,"","7_5","control"
"3814",9,"7","5","control","orange",10,"orange","10","honeybee",17,"target",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3815",9,"7","5","control","orange",10,"orange","10","stingless",17,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3816",9,"7","5","control","orange",10,"orange","10","honeybee",17,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3817",9,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",12,"target",1,0.0833333333333333,"2025-02-06","10:12",26,"","3_2","low"
"3818",9,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",12,"target",0,0.0833333333333333,"2025-02-06","10:12",26,"","3_2","low"
"3819",9,"3","2","Dissimilar","orange",10,"light_blue","20","stingless",12,"companion",11,0.0833333333333333,"2025-02-06","10:12",26,"","3_2","low"
"3820",9,"3","2","Dissimilar","orange",10,"light_blue","20","honeybee",12,"companion",0,0.0833333333333333,"2025-02-06","10:12",26,"","3_2","low"
"3821",8,"5","4","Similar","orange",10,"red","20","stingless",32,"target",14,0.4375,"2025-02-06","10:10",25,"","5_4","low"
"3822",8,"5","4","Similar","orange",10,"red","20","honeybee",32,"target",1,0.4375,"2025-02-06","10:10",25,"","5_4","low"
"3823",8,"5","4","Similar","orange",10,"red","20","stingless",32,"companion",18,0.4375,"2025-02-06","10:10",25,"","5_4","low"
"3824",8,"5","4","Similar","orange",10,"red","20","honeybee",32,"companion",0,0.4375,"2025-02-06","10:10",25,"","5_4","low"
"3825",8,"4","4","Similar","orange",10,"red","20","stingless",21,"target",8,0.380952380952381,"2025-02-06","10:07",25,"","4_4","low"
"3826",8,"4","4","Similar","orange",10,"red","20","honeybee",21,"target",0,0.380952380952381,"2025-02-06","10:07",25,"","4_4","low"
"3827",8,"4","4","Similar","orange",10,"red","20","stingless",21,"companion",13,0.380952380952381,"2025-02-06","10:07",25,"","4_4","low"
"3828",8,"4","4","Similar","orange",10,"red","20","honeybee",21,"companion",0,0.380952380952381,"2025-02-06","10:07",25,"","4_4","low"
"3829",7,"4","4","Similar","orange",10,"red","20","stingless",19,"target",8,0.421052631578947,"2025-02-06","10:07",25,"","4_4","low"
"3830",7,"4","4","Similar","orange",10,"red","20","honeybee",19,"target",0,0.421052631578947,"2025-02-06","10:07",25,"","4_4","low"
"3831",7,"4","4","Similar","orange",10,"red","20","stingless",19,"companion",11,0.421052631578947,"2025-02-06","10:07",25,"","4_4","low"
"3832",7,"4","4","Similar","orange",10,"red","20","honeybee",19,"companion",0,0.421052631578947,"2025-02-06","10:07",25,"","4_4","low"
"3833",8,"7","5","control","orange",10,"orange","10","stingless",16,"target",8,1,"2025-02-06","10:07",25,"","7_5","control"
"3834",8,"7","5","control","orange",10,"orange","10","honeybee",16,"target",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3835",8,"7","5","control","orange",10,"orange","10","stingless",16,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3836",8,"7","5","control","orange",10,"orange","10","honeybee",16,"companion",0,1,"2025-02-06","10:07",25,"","7_5","control"
"3837",6,"4","4","Similar","orange",10,"red","20","stingless",20,"target",7,0.35,"2025-02-06","10:07",25,"","4_4","low"
"3838",6,"4","4","Similar","orange",10,"red","20","honeybee",20,"target",0,0.35,"2025-02-06","10:07",25,"","4_4","low"
"3839",6,"4","4","Similar","orange",10,"red","20","stingless",20,"companion",13,0.35,"2025-02-06","10:07",25,"","4_4","low"
"3840",6,"4","4","Similar","orange",10,"red","20","honeybee",20,"companion",0,0.35,"2025-02-06","10:07",25,"","4_4","low"
"3841",5,"4","4","Similar","orange",10,"red","20","stingless",19,"target",7,0.368421052631579,"2025-02-06","10:07",25,"","4_4","low"
